,entity_1,entity_2
32305,Orphan Type,Named Element
32306,Attribute Constraint,Comparison
32307,Decl Export,Ty Vars
32308,Domain Element,Domain Element
32309,Function,Business Architecture
32310,activity,merry andrew
32311,Level4,Level3
32312,Mapping,Out Mapping
32313,Filter Event,Filter Operator
32314,Choice Substatement,Unknown Statement
32315,Platform Annotation,Test Sequence
32316,Corpo,Virar_ Esquerda
32317,Sprite,Property
32318,Wait,Sequence Command
32319,For Template,Template Element
32320,Atom Exp,Equals Exp
32321,Proccess Element,Lane
32322,Dsl Service,Dsl Module
32323,emery paper,economic_value
32324,Pointcut,Advice
32325,Package Graph,System Graph
32326,Page Params,Nav Element
32327,Type,Ling Type
32328,Rental,Movie
32329,General Object,Tile
32330,Cfs Instruction,Cfs Push
32331,Voltage Level,Equipment Container
32332,Thing,Conceptual Schema
32333,knob,Node Group
32334,And,And Exp
32335,statement_no_new_scope,Snns
32336,Select,Web Page
32337,Paragraph Item,Text
32338,Logistic Growth,Method
32339,Obligation,Model
32340,Draggable,Environment
32341,Message Content,Message
32342,Code Example,clause
32343,Game Object,Equipment Object
32344,Tie Flow,Terminal
32345,Import,Parser
32346,Property Assign,Instance
32347,Type Literal,Expression
32348,Value,Base Parameter
32349,Business Service,Objective
32350,Lt Instruction,Instruction
32351,Math Exp,Raw Variable
32352,Recurso,Material
32353,Enumerator,Enum
32354,Thing,Reference Scheme
32355,Union Field,Union Member
32356,Model Event,Model Log
32357,Pose,Wheel
32358,Dependency,Graph Element
32359,Config,Merged Field
32360,Columna,Columnas
32361,Flow Rule,Eventually
32362,Order,Receiver
32363,complaint,client
32364,Tracks,Track
32365,User Origin,User
32366,Value,Instance Ref
32367,Status Statement,Feature Substatement
32368,Quadro Luminoso,Ripetitore Partenza
32369,Megal Annotation,Key
32370,Classifier,Variable
32371,Node,Execution Environment
32372,Children,Domain Child
32373,Connector,Connector Type
32374,Composite Statement,If
32375,Variable,Affectation
32376,Data Type,String_
32377,Organization Unit,Liability
32378,Behavior,Instruction
32379,Variable Reference,Port Peek
32380,Equality,Algebric Expression
32381,Scalar Expression,Cell
32382,Element Extension,Extensible Element
32383,Vendor Extension,Paths
32384,apricot tree,duration
32385,Action,Assignment
32386,Pivot Function,Pivot Col
32387,economic_value,Idaho
32388,Stmt,Simple Stmt
32389,Condition,Expect_ True
32390,Notes Element,Jove Notes
32391,Extension,Attribute Group
32392,Navigation_button,Text_field
32393,Pointer Specification,Method Definition
32394,Var Definition,Global Definition
32395,Expression,right_field
32396,blastosphere,Processor Type
32397,Properties Block,Simple Pattern
32398,Section Contents,Question
32399,Measure,Repetition
32400,Ending,Start Over
32401,Node Component,Event Integrator
32402,Engineering Object,Protocol Object
32403,Identifier Reference,Name Reference
32404,Game,Website
32405,State Variable,State Literal2
32406,Thing,Role Binding
32407,Shape,Elliptical Shape
32408,Base Command,Command
32409,Representation,Space Relationship
32410,Located Element,Named Element
32411,Benanntes,Schachtel
32412,Definition,Definition Choice
32413,Transition,chlamydia
32414,Goal,Conflict
32415,Document,Container
32416,Interaction,Bot Interaction
32417,undertaking,Composite Task
32418,server2_chef,Server2
32419,Operating System,Image
32420,Arrow Shape,Directed Arc
32421,Extend Rule,Basic Rule
32422,Parameter,Bicycle
32423,Rotacion,Hotspot
32424,Rails Attribute,Rails Class
32425,Plus,Addition
32426,Field,Reference Field
32427,Action,Interaction
32428,Column Header,Table
32429,Business Process,Business Process
32430,Abstract Transition,Conditional Transition
32431,Text Input,Type
32432,Information Flow,Directed Relationship
32433,Item,Enumeration
32434,condition,Term Ext
32435,Base Wall,golf_hole
32436,bacillus,tocopherol
32437,Referenced Type,Type
32438,Notes Element,Word Meaning
32439,Classify Statement,Expression
32440,Mission,Swarm
32441,Waste Store,Store
32442,Metamodel,Select
32443,Self Event,Event
32444,Owned Element,Block
32445,Buffer,Current Values
32446,Procedimento,Tratamento
32447,Image,Location
32448,hiddenness,Statemachine
32449,Dependency,Package Dependency
32450,Base Context,Context
32451,Model,mathematical_function
32452,Workstep,Ingredient
32453,Store,Delivery
32454,Structural Element,Grouping Element
32455,Body,Internal Service
32456,word_form,battlefield
32457,Always,Case
32458,Region,Recipe
32459,Services,Services
32460,Containee,Project
32461,Named Element,Station
32462,Different,Restriction
32463,Architecture Decl,Entity Block
32464,cornus amomum,economic_value
32465,Heuristic,Launcher Heuristic
32466,Expression,Annotation Expression
32467,Integer Property,Property
32468,Cliente,Consulta
32469,Assertion Quantified,Assertions
32470,Execution Specification,Occurence Specification
32471,Base Attribute,Master
32472,supporting structure,Named
32473,Level0,Level1
32474,Describable Element,Project
32475,Parameter List,Ros Node
32476,Node Alt,Case Type
32477,Inspiration,View
32478,Cliente,Pago
32479,Basic Node,Root
32480,Clazz,Roomba
32481,Type Artefact,Artefact
32482,Fragment,Catalog Fragment
32483,Coloured Entity,Coloured Turtle
32484,Information System,Domain
32485,Material,Production Schema
32486,Object,southwest
32487,Administrador,Usuario
32488,Package,Finder
32489,Analyzer,Control Loop
32490,conscription,Type Mappings
32491,Iteration Structures,For
32492,Choreography,Choreography
32493,Arc,Pipenet
32494,Element Group,Carousel Element
32495,Insert Surface,Table
32496,Parent Type,Anno Types
32497,Archive,Element Modele
32498,Model,Generalization
32499,Simple Type,Enum Type
32500,Data Source,Null
32501,Expression,Array Value
32502,Move,Length
32503,Relational Operator,Sample Action
32504,Name Expression,Transaction Statement
32505,Choco Problem,Located Element
32506,While Stmt,Primitive Decl
32507,water,land
32508,Client,Enemy Attacker
32509,subject,Base Value
32510,Model,Work Product
32511,Application,Microservice
32512,Execution Context,Access
32513,Key,Entity
32514,restriction site,gens
32515,Analysis Context,Workload
32516,lucifer,Team
32517,Object,Internal Object
32518,Facility,Node
32519,Named Element,Properties
32520,curveto,curveto_argument_sequence
32521,Precondition Statement,Integer Precondition
32522,Named Element,Subsystem
32523,Model,Base Collection
32524,selangor,look
32525,change-of-pace,epicene
32526,Cookbooks,Cookbook
32527,False,expression
32528,Named Element,Commented Element
32529,Interne,Stage
32530,Select Expression,Join Source
32531,Branch,Action
32532,railroading,economic_value
32533,Processeur,Element Embarque
32534,Model,exportation
32535,Property,Scatter Chart
32536,Influence,Constituent
32537,Primitive Expression,Real Expression
32538,Value,Boolean Value
32539,Material Group,Resource Group
32540,Event,Dispersed
32541,Espece Tortue,Repartition Geographique
32542,economic_value,result
32543,Simple Expression,Expression
32544,Steady State,Rule
32545,Entity,Identified Element
32546,Literal,Parameter
32547,City,Person
32548,Parameter,Behavior
32549,economic_value,plan
32550,Voters,Pparty
32551,Test181,Test182
32552,Event,Chart
32553,stunt,merchandise
32554,Unary Operator,Frequency
32555,Assertion Set,Configuration
32556,Salida,Actuadores
32557,Unsorted Product,Volume
32558,Subrange Type,Type
32559,Instance,Link
32560,Save Model,Extractor
32561,Application,Style
32562,View Element,Association Elements
32563,Behaviour Block,Out Message
32564,Unit,Has Units
32565,Base Employees,Employees
32566,Factory,Clase
32567,Version Match,Feature Grant
32568,Path,Operation
32569,Root Feature,Feature
32570,Trace,Trace Link
32571,Bool Type,Variable Type
32572,economic_value,watchword
32573,Vertex Container,Vertex
32574,Expression,Implie
32575,Numeric Literal,Constant
32576,Aze,System
32577,Value Expression,Iterator Statement
32578,Transition,Strans
32579,Generic Expression,Ternary Expression
32580,Condition Rule,Exp Context
32581,Trustworthiness,Level Policy
32582,Action Ref,Verb Action
32583,Step,Element
32584,Recurso,Materia
32585,Input Orchestrator,Orchestrator
32586,Exam Item,Multiple Choice
32587,hunter's chicken,economic_value
32588,Stop,Relative Schedule
32589,Choreography,Relationship Type
32590,Citizens,Base Alle
32591,Evenement,Attente
32592,illumination,Classifier
32593,Trigger,Triggered Transition
32594,Containable Element,Optional
32595,Connection,Endpoint List
32596,gens,flyleaf
32597,Fragment,Contacto Fragment
32598,Identifier,constant_quantity
32599,Parameter List,Call
32600,Connection,Scene
32601,Target,Single Element
32602,Annotation,Annotation Property
32603,Node,Terminal Element
32604,Statechart,Composite Element
32605,Question,Option
32606,Unit,Metric
32607,Interface,Body
32608,Web,Clase
32609,Server,Namespace
32610,Tax_ Payer,Income
32611,Tool Group,Creation Button
32612,comedown,character
32613,House,Wall
32614,In Terminal,Block
32615,Interaction,Model
32616,Value,Nested States3
32617,province,gimmick
32618,Layout,Application
32619,Media Collection,Device
32620,Measurement,String Measurement
32621,Division,Infix Operator
32622,Outer Gear,Gear
32623,Simple Condition,Sensor
32624,reaction,pipe bomb
32625,Student,Friend
32626,Whttp_ Header,Documentation
32627,Virtual Block,Block
32628,Extensible Type,Complex Type
32629,Fileset Type,Classpath
32630,From Join,Join
32631,computer_programmer,Employee
32632,Hospede,Super
32633,Event,Event Class
32634,Functional Relation,Package
32635,opinion_poll,Poll System
32636,Project,Team
32637,Interaction,Interaction Lpw
32638,ghostliness,separatist
32639,Exam,View
32640,Api Class,Field
32641,Perform,Activity
32642,Test,Operation
32643,Submodel,Has Kind
32644,erythromycin,mimus polyglotktos
32645,method_acting,Operation
32646,Holder Memory,Context Memory
32647,Expression,Super
32648,Dynamic Recipients,Pattern Expr
32649,Node Element,Sensor
32650,Exact Count,Count
32651,Structurable,Declaration
32652,afternoon_tea,Name
32653,Test68,Test67
32654,economic_value,Reporter Id
32655,Requirement,Req Container
32656,Jahr,Lager
32657,Assign Stat,Question
32658,Operation Definition,Block
32659,Channel,Group
32660,H1,Attrs
32661,Haxe Field,Haxe Attribute
32662,Mandatory Optionals,Constraint
32663,Branch,Statement
32664,Selection Statement,Statement List
32665,Email Form,Html
32666,Sector Distribution,Sector
32667,Compound Stat,Statement
32668,Alternative Group,Alternative
32669,Test284,Test285
32670,Base Parameters,economic_value
32671,Lacteo,Producto
32672,Parent,Component
32673,Augment Substatement,Reference Statement
32674,Menu Action,Context Menu
32675,Data,Process Instance
32676,Society,Paper
32677,Model Element,Feature
32678,Token Visual,Token
32679,Marca,Equipos
32680,Rdbms Configuration,Rdbms Feature
32681,Euler,Expression
32682,Selector,Value
32683,Expense,Employee
32684,Abstract Type,Enum Decl
32685,Reference Property,Association
32686,powerlessness,economic_value
32687,Frame Type,Chunk
32688,Process,Add Ingredient
32689,Accident,Incident
32690,Summable Expression,String Expression
32691,Medium,Shape
32692,Div Instruction,Instruction
32693,Expression,Equality Expression
32694,comportamento,loop
32695,New Missions,Mission
32696,direction,Start
32697,Button Event,Usable Element
32698,Zertifizierungsklasse,Kriterium
32699,Loop,Rcl Block
32700,Level,Room
32701,Transaction,Person
32702,Constant Definition,Literal
32703,bid,left_wing
32704,Identifier,Complete File
32705,Base Table,Typed Table
32706,Type,List
32707,co-ordinate,Uniform Coordinates
32708,List,Listable
32709,Options,Cpp Options
32710,Reference,Parameter
32711,Interaction,Space
32712,Item,Graphical Resource
32713,Migration,Object Ref
32714,Enum,Types
32715,Through Variable,Port
32716,regulation,Grammar
32717,Symbol Reference,Expression
32718,Packaged Type,Data Type
32719,Internal Propagation,Component
32720,Coincidence Point,Multiple Interval
32721,Wildcard,Pattern
32722,Course Coordinator,Course
32723,Device,Argument
32724,Menu Resource,Sub Menu
32725,Named Element,Ceiling
32726,Triples,predicate
32727,physique,undertaking
32728,Impact Aspect,Joint Point
32729,Input Pin,Pin
32730,Configurations,Lien
32731,Presenter,Offering
32732,Templateable Element,Select Query
32733,Elementos Primarios,Asignacion
32734,Operator,Context Operator
32735,Anyxml Statement,Anyxml Substatement
32736,Write,Labelled
32737,Inf Envelope,Doc Library
32738,Aggregation,Relationship
32739,Option,Next
32740,Misc,Noscript
32741,Tutorial,Event
32742,Type,Object Wrapper
32743,Children B1a,Child B1
32744,Pion Element,Forteresse
32745,black africa,economic_value
32746,generalisation,bundle
32747,Base Entity,Topic
32748,base_of_operations,mummery
32749,test,raise_stmt
32750,Constraint,Identifiable
32751,Service Component,Identifiable
32752,Link,Expression
32753,Loan,Library
32754,Model,Feature Attribute
32755,Temporal Property,Ltl Spec
32756,Expr,Expression
32757,Conditional Unit,Input Port
32758,Regular State,Initial State
32759,Erdiagram,Diagram Element
32760,Logical If,Logical Else
32761,Widget,Search
32762,Order Product,Order
32763,look,Paren Expr
32764,Raise,If
32765,Book,Description
32766,Element,Dictionary
32767,Page View,Site View
32768,Comparsion Operator,Equals
32769,Effector,Executor
32770,Organization,Business Actor
32771,Method Invocation,Method Call
32772,Container_ Level7,Container_ Level8
32773,Authenticator,Risk
32774,tabular_array,Base Restaurant
32775,App,Player
32776,Channel Names,Name
32777,Not,Heading
32778,Statement,Selection Statement
32779,restraint,physostigma venenosum
32780,manner,manner
32781,Component Instantiation,Container
32782,Statement,Declaration
32783,License,Customer
32784,Class,Named Element
32785,Activation Trace,Transformation Trace
32786,My Class,Difference
32787,User,Registered User
32788,Sensor,Sampler
32789,doroteo arango,yttrium
32790,Child,Optional Containment
32791,Text Element,Markup Element
32792,Communication Participant,Interaction
32793,Start Session,Session
32794,Action Definition,Location
32795,statute_title,cathode ray
32796,Module Dependencies,Module
32797,disjuncture,look
32798,economic_value,top hat
32799,Asserted Realationship,Asserted Evidence
32800,Dynamic Page,Entity
32801,Collaboration,Classifier
32802,Sentence Node,Sentence
32803,Assignment,Assignment Op
32804,Booking,Bill
32805,artificial_satellite,place
32806,Modules,Modules
32807,Rules,Unit Equals
32808,Range,Expr
32809,Person,Route
32810,Column Reference,Source
32811,Identity Substatement,Base Statement
32812,Init,Pseudo State
32813,Literal,Option Literal
32814,Fond,Anteil
32815,Title,Base Person
32816,user,user
32817,Module,Wifi Module
32818,Repeat Loop,Loop
32819,Choice Substatement,Description Statement
32820,singing voice,economic_value
32821,Use Case,Package Declaration
32822,Communication Channel,Forum
32823,Model Fastfst,Dec Fact
32824,Reference,Changed Reference
32825,primary,component_reference
32826,Leaf Element,Link
32827,Imply,Left
32828,Gui Element,Layout
32829,One Path,Two Cell
32830,Question,Survey
32831,Contract,Obl
32832,Executable Node,Base Body
32833,Node,Emphasis Node
32834,Site,Pages
32835,State,Channel Type
32836,Condition,Selection Statement
